ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
333, 4, 0, 56, 76, 100, 0, 0, 0, 36
334, 4, 0, 56, 77, 100, 0, 0, 0, 33
335, 4, 0, 57, 75, 100, 0, 0, 0, 32
336, 4, 0, 56, 76, 100, 0, 0, 0, 30
337, 4, 0, 58, 76, 100, 0, 0, 0, 28
338, 4, 0, 55, 76, 100, 0, 0, 0, 29
339, 4, 0, 58, 77, 100, 0, 0, 0, 27
340, 4, 0, 56, 73, 100, 0, 0, 0, 28
341, 4, 0, 56, 74, 100, 0, 0, 0, 26
342, 4, 0, 55, 74, 100, 0, 0, 0, 25
343, 4, 0, 57, 79, 100, 0, 0, 0, 24
344, 4, 0, 58, 74, 100, 0, 0, 0, 26
345, 4, 0, 56, 69, 100, 0, 0, 0, 26
346, 4, 0, 58, 80, 100, 0, 0, 0, 20
347, 4, 0, 58, 80, 100, 0, 0, 0, 24
348, 4, 0, 56, 81, 100, 0, 0, 0, 29
349, 4, 0, 57, 82, 100, 0, 0, 0, 32
350, 4, 0, 58, 83, 100, 0, 0, 0, 35
351, 4, 0, 57, 80, 100, 0, 0, 0, 38
352, 4, 0, 57, 79, 100, 0, 0, 0, 37
353, 4, 0, 56, 78, 100, 0, 0, 0, 37
354, 4, 0, 57, 80, 100, 0, 0, 0, 35
355, 4, 0, 56, 81, 100, 0, 0, 0, 36
356, 4, 0, 55, 80, 100, 0, 0, 0, 38
357, 4, 0, 60, 80, 100, 0, 0, 0, 36
358, 4, 0, 57, 83, 100, 0, 0, 0, 36
359, 4, 0, 57, 81, 100, 0, 0, 0, 39
360, 4, 0, 59, 77, 100, 0, 0, 0, 38
361, 4, 0, 57, 74, 100, 0, 0, 0, 35
362, 4, 0, 57, 83, 100, 0, 0, 0, 31
363, 4, 0, 58, 77, 100, 0, 0, 0, 34
364, 4, 0, 57, 77, 100, 0, 0, 0, 33
365, 4, 0, 57, 83, 100, 0, 0, 0, 31
366, 4, 0, 57, 83, 100, 0, 0, 0, 35
367, 4, 0, 57, 80, 100, 0, 0, 0, 38
368, 4, 0, 56, 79, 100, 0, 0, 0, 38
369, 4, 0, 57, 77, 100, 0, 0, 0, 37
370, 4, 0, 57, 81, 100, 0, 0, 0, 34
371, 4, 0, 56, 80, 100, 0, 0, 0, 36
372, 4, 0, 55, 79, 100, 0, 0, 0, 38
373, 4, 0, 56, 79, 100, 0, 0, 0, 37
374, 4, 0, 55, 84, 100, 0, 0, 0, 37
375, 4, 0, 59, 86, 100, 0, 0, 0, 39
376, 4, 0, 57, 86, 100, 0, 0, 0, 44
377, 4, 0, 56, 73, 100, 0, 0, 0, 47
378, 4, 0, 57, 79, 100, 0, 0, 0, 38
379, 4, 0, 58, 77, 100, 0, 0, 0, 36
380, 4, 0, 55, 82, 100, 0, 0, 0, 35
381, 4, 0, 57, 76, 100, 0, 0, 0, 37
382, 4, 0, 57, 82, 100, 0, 0, 0, 34
383, 4, 0, 56, 81, 100, 0, 0, 0, 37
384, 4, 0, 57, 83, 100, 0, 0, 0, 38
385, 4, 0, 55, 79, 100, 0, 0, 0, 41
386, 4, 0, 56, 82, 100, 0, 0, 0, 39
387, 4, 0, 57, 85, 100, 0, 0, 0, 40
388, 4, 0, 57, 81, 100, 0, 0, 0, 43
389, 4, 0, 55, 75, 100, 0, 0, 0, 43
390, 4, 0, 57, 73, 100, 0, 0, 0, 37
391, 4, 0, 58, 91, 100, 0, 0, 0, 31
392, 4, 0, 58, 73, 100, 0, 0, 0, 41
393, 4, 0, 56, 81, 100, 0, 0, 0, 35
394, 4, 0, 57, 77, 100, 0, 0, 0, 36
395, 4, 0, 57, 82, 100, 0, 0, 0, 34
396, 4, 0, 57, 80, 100, 0, 0, 0, 36
397, 4, 0, 57, 85, 100, 0, 0, 0, 36
398, 4, 0, 56, 76, 100, 0, 0, 0, 41
399, 4, 0, 55, 76, 100, 0, 0, 0, 38
400, 4, 0, 55, 74, 100, 0, 0, 0, 35
401, 4, 0, 57, 76, 100, 0, 0, 0, 31
402, 4, 0, 57, 75, 100, 0, 0, 0, 29
403, 4, 0, 57, 79, 100, 0, 0, 0, 28
404, 4, 0, 56, 80, 100, 0, 0, 0, 30
405, 4, 0, 56, 80, 100, 0, 0, 0, 33
406, 4, 0, 56, 76, 100, 0, 0, 0, 35
