2025-01-03 18:56:46 , INFO , ID, User, nLos, D-Master, D-Slaver, D-Gate, Speed, x, y, z
2025-01-03 18:57:58 , INFO , 258, 1, 0, 74, 135, 100, 0, 0, 0, 80
2025-01-03 18:57:58 , INFO , 259, 1, 0, 74, 129, 100, 0, 0, 0, 80
2025-01-03 18:57:58 , INFO , 260, 1, 0, 74, 134, 100, 0, 0, 0, 80
2025-01-03 18:57:59 , INFO , 261, 1, 0, 74, 139, 100, 0, 0, 0, 80
2025-01-03 18:57:59 , INFO , 262, 1, 0, 74, 136, 100, 0, 0, 0, 80
2025-01-03 18:58:00 , INFO , 263, 1, 0, 76, 132, 100, 0, 0, 0, 80
2025-01-03 18:58:00 , INFO , 264, 1, 0, 75, 138, 100, 0, 0, 0, 80
2025-01-03 18:58:00 , INFO , 265, 1, 0, 76, 137, 100, 0, 0, 0, 80
2025-01-03 18:58:00 , INFO , 266, 1, 0, 74, 137, 100, 0, 0, 0, 80
2025-01-03 18:58:01 , INFO , 267, 1, 0, 74, 138, 100, 0, 0, 0, 80
2025-01-03 18:58:01 , INFO , 268, 1, 0, 76, 139, 100, 0, 0, 0, 80
2025-01-03 18:58:01 , INFO , 269, 1, 0, 74, 137, 100, 0, 0, 0, 80
2025-01-03 18:58:01 , INFO , 270, 1, 0, 75, 134, 100, 0, 0, 0, 80
2025-01-03 18:58:02 , INFO , 271, 1, 0, 73, 129, 100, 0, 0, 0, 80
2025-01-03 18:58:02 , INFO , 272, 1, 0, 74, 121, 100, 0, 0, 0, 80
2025-01-03 18:58:02 , INFO , 273, 1, 0, 74, 123, 100, 0, 0, 0, 80
2025-01-03 18:58:02 , INFO , 274, 1, 0, 73, 129, 100, 0, 0, 0, 80
2025-01-03 18:58:03 , INFO , 275, 1, 0, 71, 128, 100, 0, 0, 0, 80
2025-01-03 18:58:03 , INFO , 276, 1, 0, 75, 121, 100, 0, 0, 0, 80
2025-01-03 18:58:03 , INFO , 277, 1, 0, 75, 125, 100, 0, 0, 0, 80
2025-01-03 18:58:03 , INFO , 278, 1, 0, 75, 123, 100, 0, 0, 0, 80
2025-01-03 18:58:04 , INFO , 279, 1, 0, 75, 129, 100, 0, 0, 0, 80
2025-01-03 18:58:04 , INFO , 280, 1, 0, 76, 133, 100, 0, 0, 0, 80
2025-01-03 18:58:04 , INFO , 281, 1, 0, 68, 137, 100, 0, 0, 0, 80
2025-01-03 18:58:04 , INFO , 282, 1, 0, 73, 117, 100, 0, 0, 0, 80
2025-01-03 18:58:05 , INFO , 283, 1, 0, 74, 133, 100, 0, 0, 0, 80
